 55
 5.00             6
 5.17            12
 5.35            11
 5.52             5
 5.70             7
 5.87             5
 6.05            10
 6.22            15
 6.40            11
 6.57            10
 6.75            10
 6.92            16
 7.10            10
 7.28             8
 7.45            16
 7.63            17
 7.80             9
 7.98            12
 8.15            10
 8.33            20
 8.50            12
 8.68            13
 8.85            17
 9.03            13
 9.21            15
 9.38            12
 9.56            12
 9.73            18
 9.91            10
10.08             9
10.26            18
10.43            21
10.61            24
10.78            21
10.96            47
11.14            31
11.31            51
11.49            54
11.66            58
11.84            48
12.01            55
12.19            70
12.36            53
12.54            68
12.71            58
12.89            65
13.07            59
13.24            69
13.42            58
13.59            58
13.77            53
13.94            49
14.12            57
14.29            59
14.47            50
